date,festival,product,category,price,units_sold,revenue
08-01-2023,Makar Sankranti,Cotton Clothes,Festival,821.6153846,2806,2368268
08-01-2023,Makar Sankranti,Decorative Flags,Festival,457,220,93521
08-01-2023,Makar Sankranti,Gloves,Festival,830.2,425,363009
08-01-2023,Makar Sankranti,Hat,Festival,863.6153846,2692,2319472
08-01-2023,Makar Sankranti,Kite,Festival,874.0714286,2548,2154053
08-01-2023,Makar Sankranti,Manja,Festival,892.8333333,2354,2097960
08-01-2023,Makar Sankranti,Phone Holder,Festival,643.375,622,423168
08-01-2023,Makar Sankranti,Portable Fan,Festival,698.1333333,3053,1906944
08-01-2023,Makar Sankranti,Smartwatch,Festival,886,1605,1316237
08-01-2023,Makar Sankranti,Snacks,Festival,738.625,360,251271
08-01-2023,Makar Sankranti,Sunglasses,Festival,710.6666667,1279,795905
08-01-2023,Makar Sankranti,Tilgul,Festival,658.1428571,672,454185
08-01-2023,Makar Sankranti,Toys,Festival,523.1428571,472,298924
08-01-2023,Makar Sankranti,Traditional Sweets,Festival,868.3333333,2830,2499629
08-01-2023,Makar Sankranti,Umbrella,Festival,588.875,523,327842
08-01-2023,Makar Sankranti,Water Bottle,Festival,792.5,1960,1512054
08-01-2023,Pongal,Bracelet,Festival,704,287,211945
08-01-2023,Pongal,Chocolate Box,Festival,312,199,51669
08-01-2023,Pongal,Clay Pot,Festival,850.2857143,1372,1216227
08-01-2023,Pongal,Coffee Mug,Festival,813.2222222,1852,1547099
08-01-2023,Pongal,Cookware,Festival,692.7142857,1383,1016140
08-01-2023,Pongal,Decorative Items,Festival,767.125,1495,1179232
08-01-2023,Pongal,Flower Decor,Festival,658.5,239,123065
08-01-2023,Pongal,Gift Box,Festival,932.2857143,2945,2729233
08-01-2023,Pongal,Handmade Decor,Festival,889.4,1831,1548142
08-01-2023,Pongal,Jaggery,Festival,660.75,1465,1026675
08-01-2023,Pongal,Keychain,Festival,828.5,231,174809
08-01-2023,Pongal,Notebook,Festival,728.5,452,349382
08-01-2023,Pongal,Plant,Festival,455.6666667,207,93703
08-01-2023,Pongal,Pongal Sweets,Festival,743,416,371392
08-01-2023,Pongal,Rice Pack,Festival,893.2,2961,2603974
08-01-2023,Pongal,Sugarcane,Festival,729.8461538,2262,1580290
08-01-2023,Pongal,Tea Set,Festival,842.8571429,1305,1103664
08-01-2023,Pongal,Traditional Dress,Festival,698.6666667,370,291117
08-01-2023,Pongal,Tray,Festival,633.75,282,160322
08-01-2023,Pongal,Wall Hanging,Festival,573.8333333,503,289039
09-01-2023,Makar Sankranti,Backpack,Festival,633.1666667,277,170187
09-01-2023,Makar Sankranti,Bracelet,Festival,655.75,681,440569
09-01-2023,Makar Sankranti,Candy Pack,Festival,743.8571429,3658,2691027
09-01-2023,Makar Sankranti,Cap,Festival,548,249,151753
09-01-2023,Makar Sankranti,Cotton Clothes,Festival,920,2956,2659616
09-01-2023,Makar Sankranti,Decorative Flags,Festival,708.6666667,442,280744
09-01-2023,Makar Sankranti,Gloves,Festival,557.8333333,443,223575
09-01-2023,Makar Sankranti,Hat,Festival,770.8666667,3892,2953381
09-01-2023,Makar Sankranti,Kite,Festival,555.875,1803,994527
09-01-2023,Makar Sankranti,Manja,Festival,764.7272727,2124,1573706
09-01-2023,Makar Sankranti,Phone Holder,Festival,799.375,623,471206
09-01-2023,Makar Sankranti,Portable Fan,Festival,844.3333333,1924,1648423
09-01-2023,Makar Sankranti,Smartwatch,Festival,994.5714286,1544,1438049
09-01-2023,Makar Sankranti,Snacks,Festival,608.25,185,114799
09-01-2023,Makar Sankranti,Sunglasses,Festival,800.7692308,3331,2521038
09-01-2023,Makar Sankranti,Tilgul,Festival,831.6,318,269555
09-01-2023,Makar Sankranti,Toys,Festival,865.1428571,589,506377
09-01-2023,Makar Sankranti,Traditional Sweets,Festival,838.8333333,2589,2227749
09-01-2023,Makar Sankranti,Umbrella,Festival,639.8571429,354,223974
09-01-2023,Makar Sankranti,Water Bottle,Festival,773.25,1994,1620542
09-01-2023,Pongal,Bracelet,Festival,640.625,526,330036
09-01-2023,Pongal,Chocolate Box,Festival,541,454,229503
09-01-2023,Pongal,Clay Pot,Festival,978.8461538,2892,2900534
09-01-2023,Pongal,Coffee Mug,Festival,1046.4,2857,3032562
09-01-2023,Pongal,Cookware,Festival,687,1689,1179150
09-01-2023,Pongal,Decorative Items,Festival,862.3,1693,1484892
09-01-2023,Pongal,Flower Decor,Festival,778,558,405765
09-01-2023,Pongal,Gift Box,Festival,967,983,892415
09-01-2023,Pongal,Handmade Decor,Festival,838.1428571,2623,2115586
09-01-2023,Pongal,Jaggery,Festival,1033,1025,1096137
09-01-2023,Pongal,Keychain,Festival,578.75,216,97698
09-01-2023,Pongal,Notebook,Festival,641.5714286,492,373394
09-01-2023,Pongal,Plant,Festival,885.6666667,285,266437
09-01-2023,Pongal,Pongal Sweets,Festival,516,299,132351
09-01-2023,Pongal,Rice Pack,Festival,943.6666667,1758,1785772
09-01-2023,Pongal,Sugarcane,Festival,869.4,3666,3101176
09-01-2023,Pongal,Tea Set,Festival,670.8888889,1691,1040461
09-01-2023,Pongal,Traditional Dress,Festival,659.875,543,367158
09-01-2023,Pongal,Tray,Festival,693,429,289670
09-01-2023,Pongal,Wall Hanging,Festival,622.1428571,463,310622
10-01-2023,Makar Sankranti,Backpack,Festival,580.5,319,171887
10-01-2023,Makar Sankranti,Bracelet,Festival,561.4,280,183041
10-01-2023,Makar Sankranti,Candy Pack,Festival,838.2142857,4008,3244555
10-01-2023,Makar Sankranti,Cap,Festival,562.2857143,330,178816
10-01-2023,Makar Sankranti,Cotton Clothes,Festival,715.7692308,2623,1948815
10-01-2023,Makar Sankranti,Decorative Flags,Festival,435.8,365,143823
10-01-2023,Makar Sankranti,Gloves,Festival,615.2857143,536,320895
10-01-2023,Makar Sankranti,Hat,Festival,576.5,1688,977467
10-01-2023,Makar Sankranti,Kite,Festival,813.5714286,1746,1266314
10-01-2023,Makar Sankranti,Manja,Festival,601.9,2662,1540100
10-01-2023,Makar Sankranti,Phone Holder,Festival,955,414,396256
10-01-2023,Makar Sankranti,Portable Fan,Festival,976.6666667,1128,1145581
10-01-2023,Makar Sankranti,Smartwatch,Festival,950.7142857,1468,1465335
10-01-2023,Makar Sankranti,Snacks,Festival,679.6,423,315467
10-01-2023,Makar Sankranti,Sunglasses,Festival,795.7142857,3478,2689909
10-01-2023,Makar Sankranti,Tilgul,Festival,648,437,314993
10-01-2023,Makar Sankranti,Toys,Festival,662.8,288,174317
10-01-2023,Makar Sankranti,Traditional Sweets,Festival,754.5384615,3455,2691979
10-01-2023,Makar Sankranti,Umbrella,Festival,767.8333333,467,365537
10-01-2023,Makar Sankranti,Water Bottle,Festival,964,3704,3472365
10-01-2023,Pongal,Bracelet,Festival,860.25,339,282649
10-01-2023,Pongal,Chocolate Box,Festival,778.4,274,195868
10-01-2023,Pongal,Clay Pot,Festival,897,1045,918993
10-01-2023,Pongal,Coffee Mug,Festival,759.6666667,2705,2070226
10-01-2023,Pongal,Cookware,Festival,800.8333333,1153,814133
10-01-2023,Pongal,Decorative Items,Festival,757.3333333,1267,903384
10-01-2023,Pongal,Flower Decor,Festival,774.5,209,166371
10-01-2023,Pongal,Gift Box,Festival,808.6,3410,2623995
10-01-2023,Pongal,Handmade Decor,Festival,913.8888889,2507,2236624
10-01-2023,Pongal,Jaggery,Festival,948.4615385,3081,2990120
10-01-2023,Pongal,Keychain,Festival,273,206,51808
10-01-2023,Pongal,Notebook,Festival,690.7142857,501,345203
10-01-2023,Pongal,Plant,Festival,782.4,267,205224
10-01-2023,Pongal,Pongal Sweets,Festival,614.5,222,138892
10-01-2023,Pongal,Rice Pack,Festival,943,1170,984757
10-01-2023,Pongal,Sugarcane,Festival,805.1818182,2457,1963082
10-01-2023,Pongal,Tea Set,Festival,900.5,1530,1510972
10-01-2023,Pongal,Traditional Dress,Festival,359,282,95411
10-01-2023,Pongal,Tray,Festival,605.3333333,209,132757
10-01-2023,Pongal,Wall Hanging,Festival,746.2,314,224913
11-01-2023,Makar Sankranti,Backpack,Festival,335.5,306,107320
11-01-2023,Makar Sankranti,Bracelet,Festival,490.6666667,147,71498
11-01-2023,Makar Sankranti,Candy Pack,Festival,893.6666667,1623,1534403
11-01-2023,Makar Sankranti,Cap,Festival,839.125,601,504971
11-01-2023,Makar Sankranti,Cotton Clothes,Festival,673.2142857,3737,2542105
11-01-2023,Makar Sankranti,Decorative Flags,Festival,393.5,262,130216
11-01-2023,Makar Sankranti,Gloves,Festival,487.5,387,172385
11-01-2023,Makar Sankranti,Hat,Festival,907.4,2982,2825851
11-01-2023,Makar Sankranti,Kite,Festival,964,4108,3899651
11-01-2023,Makar Sankranti,Manja,Festival,863.75,2596,2091292
11-01-2023,Makar Sankranti,Phone Holder,Festival,613.125,564,344382
11-01-2023,Makar Sankranti,Portable Fan,Festival,980.2,4094,4079522
11-01-2023,Makar Sankranti,Smartwatch,Festival,798.3846154,3671,3034134
11-01-2023,Makar Sankranti,Snacks,Festival,817.5,424,314541
11-01-2023,Makar Sankranti,Sunglasses,Festival,938.8,1353,1376695
11-01-2023,Makar Sankranti,Tilgul,Festival,704.8571429,602,410247
11-01-2023,Makar Sankranti,Toys,Festival,592.25,278,167081
11-01-2023,Makar Sankranti,Traditional Sweets,Festival,758.6,1088,1092058
11-01-2023,Makar Sankranti,Umbrella,Festival,286,101,29969
11-01-2023,Makar Sankranti,Water Bottle,Festival,771.75,3386,2656805
11-01-2023,Pongal,Bracelet,Festival,672.75,413,277165
11-01-2023,Pongal,Chocolate Box,Festival,687.25,211,174363
11-01-2023,Pongal,Clay Pot,Festival,783.6666667,2923,2397876
11-01-2023,Pongal,Coffee Mug,Festival,781.8,1085,830973
11-01-2023,Pongal,Cookware,Festival,833.3333333,4197,3407703
11-01-2023,Pongal,Decorative Items,Festival,810.9,2734,2196554
11-01-2023,Pongal,Flower Decor,Festival,637.5,258,150072
11-01-2023,Pongal,Gift Box,Festival,761.6666667,3394,2729807
11-01-2023,Pongal,Handmade Decor,Festival,887.8888889,2331,2103406
11-01-2023,Pongal,Jaggery,Festival,898.6,3798,3327009
11-01-2023,Pongal,Keychain,Festival,551.1666667,408,250831
11-01-2023,Pongal,Notebook,Festival,813.1428571,452,378785
11-01-2023,Pongal,Plant,Festival,454,397,160097
11-01-2023,Pongal,Pongal Sweets,Festival,598.5714286,462,307421
11-01-2023,Pongal,Rice Pack,Festival,622.1666667,2658,1528575
11-01-2023,Pongal,Sugarcane,Festival,1047.2,1032,1167930
11-01-2023,Pongal,Tea Set,Festival,725.625,2179,1508976
11-01-2023,Pongal,Traditional Dress,Festival,605,158,69624
11-01-2023,Pongal,Tray,Festival,418.3333333,198,67056
11-01-2023,Pongal,Wall Hanging,Festival,836.5714286,549,450717
12-01-2023,Makar Sankranti,Backpack,Festival,633.6666667,452,308338
12-01-2023,Makar Sankranti,Bracelet,Festival,681.1666667,471,331437
12-01-2023,Makar Sankranti,Candy Pack,Festival,1019.333333,1509,1560222
12-01-2023,Makar Sankranti,Cap,Festival,633.4,342,222732
12-01-2023,Makar Sankranti,Cotton Clothes,Festival,625.1,2810,1903622
12-01-2023,Makar Sankranti,Decorative Flags,Festival,790.75,591,434834
12-01-2023,Makar Sankranti,Gloves,Festival,780.1666667,299,228145
12-01-2023,Makar Sankranti,Hat,Festival,1114.142857,3879,4235798
12-01-2023,Makar Sankranti,Kite,Festival,830.2,2635,2324569
12-01-2023,Makar Sankranti,Manja,Festival,729.8571429,3703,2834826
12-01-2023,Makar Sankranti,Phone Holder,Festival,607.375,478,251935
12-01-2023,Makar Sankranti,Portable Fan,Festival,911.3636364,3098,2848744
12-01-2023,Makar Sankranti,Smartwatch,Festival,849.9230769,4055,3493497
12-01-2023,Makar Sankranti,Snacks,Festival,783.75,235,201927
12-01-2023,Makar Sankranti,Sunglasses,Festival,822.5,4113,3303206
12-01-2023,Makar Sankranti,Tilgul,Festival,500.5714286,523,252903
12-01-2023,Makar Sankranti,Toys,Festival,612.8571429,477,279652
12-01-2023,Makar Sankranti,Traditional Sweets,Festival,781,4842,3816443
12-01-2023,Makar Sankranti,Umbrella,Festival,760.25,267,223867
12-01-2023,Makar Sankranti,Water Bottle,Festival,938,1245,1152453
12-01-2023,Pongal,Bracelet,Festival,560.4285714,428,241487
12-01-2023,Pongal,Chocolate Box,Festival,493,195,85614
12-01-2023,Pongal,Clay Pot,Festival,883.3333333,1216,1021055
12-01-2023,Pongal,Coffee Mug,Festival,1040,1757,1897522
12-01-2023,Pongal,Cookware,Festival,873.3333333,2154,1849059
12-01-2023,Pongal,Decorative Items,Festival,750.8181818,2777,2056077
12-01-2023,Pongal,Flower Decor,Festival,595.1428571,499,284540
12-01-2023,Pongal,Gift Box,Festival,841.6363636,2821,2397304
12-01-2023,Pongal,Handmade Decor,Festival,989,1539,1501003
12-01-2023,Pongal,Jaggery,Festival,886.5384615,3442,3387560
12-01-2023,Pongal,Keychain,Festival,657.6,329,214725
12-01-2023,Pongal,Notebook,Festival,635.6666667,409,238468
12-01-2023,Pongal,Plant,Festival,714.25,284,252662
12-01-2023,Pongal,Pongal Sweets,Festival,557.2857143,567,317679
12-01-2023,Pongal,Rice Pack,Festival,979.5454545,3060,2947797
12-01-2023,Pongal,Sugarcane,Festival,830.4166667,3001,2506945
12-01-2023,Pongal,Tea Set,Festival,787.9230769,3577,2808139
12-01-2023,Pongal,Traditional Dress,Festival,652.375,711,431907
12-01-2023,Pongal,Tray,Festival,653.75,535,320492
12-01-2023,Pongal,Wall Hanging,Festival,740.5714286,324,225712
13-01-2023,Makar Sankranti,Backpack,Festival,600.6666667,151,108579
13-01-2023,Makar Sankranti,Bracelet,Festival,482.4,459,165058
13-01-2023,Makar Sankranti,Candy Pack,Festival,836.5384615,3987,3486410
13-01-2023,Makar Sankranti,Cap,Festival,686.6,337,249775
13-01-2023,Makar Sankranti,Cotton Clothes,Festival,957.1538462,4903,4704415
13-01-2023,Makar Sankranti,Decorative Flags,Festival,686.6666667,441,284978
13-01-2023,Makar Sankranti,Gloves,Festival,822.8333333,554,439859
13-01-2023,Makar Sankranti,Hat,Festival,891.5333333,4417,3944906
13-01-2023,Makar Sankranti,Kite,Festival,983.6666667,2738,2701162
13-01-2023,Makar Sankranti,Manja,Festival,1174.428571,1816,2029973
13-01-2023,Makar Sankranti,Phone Holder,Festival,720.25,399,277918
13-01-2023,Makar Sankranti,Portable Fan,Festival,860.1,2552,2495536
13-01-2023,Makar Sankranti,Smartwatch,Festival,791.4666667,4561,3303985
13-01-2023,Makar Sankranti,Snacks,Festival,689.3333333,173,114998
13-01-2023,Makar Sankranti,Sunglasses,Festival,784.6,1866,1448641
13-01-2023,Makar Sankranti,Tilgul,Festival,542,253,145912
13-01-2023,Makar Sankranti,Toys,Festival,600,373,200222
13-01-2023,Makar Sankranti,Traditional Sweets,Festival,903.3,3267,2903852
13-01-2023,Makar Sankranti,Umbrella,Festival,590.2857143,386,247988
13-01-2023,Makar Sankranti,Water Bottle,Festival,821.0833333,3196,2525819
13-01-2023,Pongal,Bracelet,Festival,723.75,583,427651
13-01-2023,Pongal,Chocolate Box,Festival,576.5714286,557,290339
13-01-2023,Pongal,Clay Pot,Festival,963,3575,3291687
13-01-2023,Pongal,Coffee Mug,Festival,965.3636364,3496,3381066
13-01-2023,Pongal,Cookware,Festival,1016.625,2413,2374770
13-01-2023,Pongal,Decorative Items,Festival,856.5833333,3436,2939058
13-01-2023,Pongal,Flower Decor,Festival,603,542,335870
13-01-2023,Pongal,Gift Box,Festival,642,1349,838523
13-01-2023,Pongal,Handmade Decor,Festival,988.375,2461,2448564
13-01-2023,Pongal,Jaggery,Festival,778.4615385,3942,2975442
13-01-2023,Pongal,Keychain,Festival,590.4,290,202232
13-01-2023,Pongal,Notebook,Festival,669,455,310255
13-01-2023,Pongal,Plant,Festival,680.6666667,197,114241
13-01-2023,Pongal,Pongal Sweets,Festival,668.75,323,216518
13-01-2023,Pongal,Rice Pack,Festival,811.7142857,3710,2963103
13-01-2023,Pongal,Sugarcane,Festival,956.4,1549,1593454
13-01-2023,Pongal,Tea Set,Festival,789.0714286,3683,2765254
13-01-2023,Pongal,Traditional Dress,Festival,595.6,368,164024
13-01-2023,Pongal,Tray,Festival,853.25,662,551125
13-01-2023,Pongal,Wall Hanging,Festival,717.2857143,421,310729
14-01-2023,Makar Sankranti,Backpack,Festival,488.8571429,557,264807
14-01-2023,Makar Sankranti,Bracelet,Festival,739.7142857,481,325705
14-01-2023,Makar Sankranti,Candy Pack,Festival,1065.454545,3356,3703203
14-01-2023,Makar Sankranti,Cap,Festival,552.4,306,205147
14-01-2023,Makar Sankranti,Cotton Clothes,Festival,772.2666667,4731,3649401
14-01-2023,Makar Sankranti,Decorative Flags,Festival,729,196,154361
14-01-2023,Makar Sankranti,Gloves,Festival,760,349,258227
14-01-2023,Makar Sankranti,Hat,Festival,782.2307692,3908,3036256
14-01-2023,Makar Sankranti,Kite,Festival,725.8,1602,1159925
14-01-2023,Makar Sankranti,Manja,Festival,904.1428571,2118,1819568
14-01-2023,Makar Sankranti,Phone Holder,Festival,540.2,280,139437
14-01-2023,Makar Sankranti,Portable Fan,Festival,832.7272727,3249,2804247
14-01-2023,Makar Sankranti,Smartwatch,Festival,726.7142857,4510,3073283
14-01-2023,Makar Sankranti,Snacks,Festival,574.25,370,242418
14-01-2023,Makar Sankranti,Sunglasses,Festival,912.7142857,1933,1554763
14-01-2023,Makar Sankranti,Tilgul,Festival,339,185,50102
14-01-2023,Makar Sankranti,Toys,Festival,681.6666667,175,120385
14-01-2023,Makar Sankranti,Traditional Sweets,Festival,872,2948,2461557
14-01-2023,Makar Sankranti,Umbrella,Festival,800.6,418,324194
14-01-2023,Makar Sankranti,Water Bottle,Festival,809.25,2412,2067452
14-01-2023,Pongal,Bracelet,Festival,215.2,427,85540
14-01-2023,Pongal,Chocolate Box,Festival,585,353,211602
14-01-2023,Pongal,Clay Pot,Festival,1094.1,3392,3910575
14-01-2023,Pongal,Coffee Mug,Festival,823.4,1531,1247509
14-01-2023,Pongal,Cookware,Festival,885.3333333,1704,1504713
14-01-2023,Pongal,Decorative Items,Festival,924,1533,1429509
14-01-2023,Pongal,Flower Decor,Festival,746.2857143,451,286152
14-01-2023,Pongal,Gift Box,Festival,823.1666667,3681,3158873
14-01-2023,Pongal,Handmade Decor,Festival,736.1,3191,2392813
14-01-2023,Pongal,Jaggery,Festival,616.8571429,2360,1526993
14-01-2023,Pongal,Keychain,Festival,509.5,512,268025
14-01-2023,Pongal,Notebook,Festival,692.1428571,437,307312
14-01-2023,Pongal,Plant,Festival,615,383,246304
14-01-2023,Pongal,Pongal Sweets,Festival,491.2,310,170261
14-01-2023,Pongal,Rice Pack,Festival,701.9090909,2838,1817152
14-01-2023,Pongal,Sugarcane,Festival,565.8,1511,874066
14-01-2023,Pongal,Tea Set,Festival,1021.571429,2741,2941995
14-01-2023,Pongal,Traditional Dress,Festival,844.3333333,258,193490
14-01-2023,Pongal,Tray,Festival,591.7142857,645,427052
14-01-2023,Pongal,Wall Hanging,Festival,726.5,311,218786
15-01-2023,Makar Sankranti,Backpack,Festival,640.7142857,497,345711
15-01-2023,Makar Sankranti,Bracelet,Festival,500.8,287,140499
15-01-2023,Makar Sankranti,Candy Pack,Festival,814.9,3000,2422596
15-01-2023,Makar Sankranti,Cap,Festival,678,543,389769
15-01-2023,Makar Sankranti,Cotton Clothes,Festival,700.4285714,2486,1786578
15-01-2023,Makar Sankranti,Decorative Flags,Festival,630.25,325,251708
15-01-2023,Makar Sankranti,Gloves,Festival,460,425,229634
15-01-2023,Makar Sankranti,Hat,Festival,822.8,1631,1345652
15-01-2023,Makar Sankranti,Kite,Festival,802.25,3943,3024473
15-01-2023,Makar Sankranti,Manja,Festival,787.5833333,3439,2687763
15-01-2023,Makar Sankranti,Phone Holder,Festival,468,241,104324
15-01-2023,Makar Sankranti,Portable Fan,Festival,955.1666667,1986,2062117
15-01-2023,Makar Sankranti,Smartwatch,Festival,803.8571429,2461,2062142
15-01-2023,Makar Sankranti,Snacks,Festival,775.2,274,193608
15-01-2023,Makar Sankranti,Sunglasses,Festival,629.7692308,4315,2693993
15-01-2023,Makar Sankranti,Tilgul,Festival,625.3333333,114,76613
15-01-2023,Makar Sankranti,Toys,Festival,530.8,359,199972
15-01-2023,Makar Sankranti,Traditional Sweets,Festival,694.0833333,3868,2790735
15-01-2023,Makar Sankranti,Umbrella,Festival,278,138,46089
15-01-2023,Makar Sankranti,Water Bottle,Festival,1034.2,1452,1525459
15-01-2023,Pongal,Bracelet,Festival,649.8,325,223752
15-01-2023,Pongal,Chocolate Box,Festival,910.4285714,506,447327
15-01-2023,Pongal,Clay Pot,Festival,931.5,2780,2828546
15-01-2023,Pongal,Coffee Mug,Festival,832.6363636,3001,2773749
15-01-2023,Pongal,Cookware,Festival,888,1809,1608041
15-01-2023,Pongal,Decorative Items,Festival,979,2459,2472993
15-01-2023,Pongal,Flower Decor,Festival,527,287,161992
15-01-2023,Pongal,Gift Box,Festival,864.6,2187,1960625
15-01-2023,Pongal,Handmade Decor,Festival,577.5714286,2270,1277129
15-01-2023,Pongal,Jaggery,Festival,662.25,2543,1596110
15-01-2023,Pongal,Keychain,Festival,820.3333333,399,342605
15-01-2023,Pongal,Notebook,Festival,804,205,151994
15-01-2023,Pongal,Plant,Festival,585.25,589,428190
15-01-2023,Pongal,Pongal Sweets,Festival,756.6666667,470,339096
15-01-2023,Pongal,Rice Pack,Festival,780.2,1226,967000
15-01-2023,Pongal,Sugarcane,Festival,888.6666667,3756,3368657
15-01-2023,Pongal,Tea Set,Festival,840.2857143,4465,3646721
15-01-2023,Pongal,Traditional Dress,Festival,525.2,311,183529
15-01-2023,Pongal,Tray,Festival,821.8,503,406369
15-01-2023,Pongal,Wall Hanging,Festival,645.875,594,370172
16-01-2023,Pongal,Bracelet,Festival,803.5,476,439479
16-01-2023,Pongal,Chocolate Box,Festival,569.8,393,227176
16-01-2023,Pongal,Clay Pot,Festival,1041.833333,3470,3809858
16-01-2023,Pongal,Coffee Mug,Festival,1040.666667,3091,3195296
16-01-2023,Pongal,Cookware,Festival,1051.714286,2389,2531284
16-01-2023,Pongal,Decorative Items,Festival,673.3076923,4037,2683501
16-01-2023,Pongal,Flower Decor,Festival,588,182,102058
16-01-2023,Pongal,Gift Box,Festival,784.3333333,3879,3009005
16-01-2023,Pongal,Handmade Decor,Festival,1038.5,2229,2301904
16-01-2023,Pongal,Jaggery,Festival,763.4,1459,1159171
16-01-2023,Pongal,Keychain,Festival,732,365,280501
16-01-2023,Pongal,Notebook,Festival,611.3333333,458,260266
16-01-2023,Pongal,Plant,Festival,457,379,204921
16-01-2023,Pongal,Pongal Sweets,Festival,615.2,457,301451
16-01-2023,Pongal,Rice Pack,Festival,609.1428571,2307,1592755
16-01-2023,Pongal,Sugarcane,Festival,651.7142857,2313,1457374
16-01-2023,Pongal,Tea Set,Festival,897.2142857,3371,2995590
16-01-2023,Pongal,Traditional Dress,Festival,473.2857143,380,229537
16-01-2023,Pongal,Tray,Festival,561.6,326,178261
16-01-2023,Pongal,Wall Hanging,Festival,612.8571429,375,223984
07-02-2023,Valentine,Bracelet,Festival,661.375,506,354785
07-02-2023,Valentine,Cake,Festival,755.3333333,358,257051
07-02-2023,Valentine,Candles,Festival,928,2821,2428762
07-02-2023,Valentine,Chocolate Box,Festival,895,2026,1853396
07-02-2023,Valentine,Flower Vase,Festival,1018.833333,386,405435
07-02-2023,Valentine,Gift Card,Festival,921.0769231,2473,2368633
07-02-2023,Valentine,Greeting Card,Festival,847.6666667,3084,2524821
07-02-2023,Valentine,Heart-shaped Balloon,Festival,724.25,511,375385
07-02-2023,Valentine,Jewellery,Festival,760.7333333,2902,2278788
07-02-2023,Valentine,Keychain,Festival,1030.666667,256,266116
07-02-2023,Valentine,Mug,Festival,715.9,1612,1102463
07-02-2023,Valentine,Necklace,Festival,704,349,248880
07-02-2023,Valentine,Notebook,Festival,589.25,324,192785
07-02-2023,Valentine,Pen Set,Festival,497.3333333,190,107549
07-02-2023,Valentine,Perfume,Festival,905.6666667,1826,1658062
07-02-2023,Valentine,Photo Frame,Festival,635,1355,878423
07-02-2023,Valentine,Rose,Festival,1087.6,853,982157
07-02-2023,Valentine,Socks,Festival,586.4285714,305,157856
07-02-2023,Valentine,Soft Toy,Festival,877.1666667,1158,985894
07-02-2023,Valentine,Wine Bottle,Festival,762.75,210,131911
08-02-2023,Valentine,Bracelet,Festival,428.375,679,255379
08-02-2023,Valentine,Cake,Festival,466.75,357,167487
08-02-2023,Valentine,Candles,Festival,737,2272,1668961
08-02-2023,Valentine,Chocolate Box,Festival,989.5714286,2881,2828823
08-02-2023,Valentine,Flower Vase,Festival,585.4,280,170660
08-02-2023,Valentine,Gift Card,Festival,836.5,1419,1199677
08-02-2023,Valentine,Greeting Card,Festival,927.3333333,1001,874637
08-02-2023,Valentine,Heart-shaped Balloon,Festival,648.8571429,491,335095
08-02-2023,Valentine,Jewellery,Festival,744.5,1816,1317700
08-02-2023,Valentine,Keychain,Festival,687.75,714,435326
08-02-2023,Valentine,Mug,Festival,1160.8,1198,1472881
08-02-2023,Valentine,Necklace,Festival,567,249,137049
08-02-2023,Valentine,Notebook,Festival,573,609,329056
08-02-2023,Valentine,Pen Set,Festival,801.25,288,220153
08-02-2023,Valentine,Perfume,Festival,1065,2628,2770734
08-02-2023,Valentine,Photo Frame,Festival,856.9333333,2942,2468222
08-02-2023,Valentine,Rose,Festival,854.5,2928,2535964
08-02-2023,Valentine,Socks,Festival,682.125,528,362961
08-02-2023,Valentine,Soft Toy,Festival,832.4,2038,1696513
08-02-2023,Valentine,Wine Bottle,Festival,1054,143,146612
09-02-2023,Valentine,Bracelet,Festival,661.8,386,242366
09-02-2023,Valentine,Cake,Festival,750.5,601,442856
09-02-2023,Valentine,Candles,Festival,780.6,992,726575
09-02-2023,Valentine,Chocolate Box,Festival,1124.833333,1609,1849229
09-02-2023,Valentine,Flower Vase,Festival,673,492,315905
09-02-2023,Valentine,Gift Card,Festival,679.1666667,2411,1730843
09-02-2023,Valentine,Greeting Card,Festival,830.8571429,1330,1084879
09-02-2023,Valentine,Heart-shaped Balloon,Festival,622.2,366,239687
09-02-2023,Valentine,Jewellery,Festival,862.2307692,2629,2140646
09-02-2023,Valentine,Keychain,Festival,674,125,79401
09-02-2023,Valentine,Mug,Festival,865.625,1928,1594009
09-02-2023,Valentine,Necklace,Festival,740,292,204932
09-02-2023,Valentine,Notebook,Festival,425,224,92674
09-02-2023,Valentine,Pen Set,Festival,687.5,216,123418
09-02-2023,Valentine,Perfume,Festival,953.75,2099,1947834
09-02-2023,Valentine,Photo Frame,Festival,762.875,1540,1173250
09-02-2023,Valentine,Rose,Festival,583.1818182,2652,1559896
09-02-2023,Valentine,Socks,Festival,694.8571429,481,379950
09-02-2023,Valentine,Soft Toy,Festival,816.3333333,2326,1923088
09-02-2023,Valentine,Wine Bottle,Festival,712,556,421928
10-02-2023,Valentine,Bracelet,Festival,517.2,382,209334
10-02-2023,Valentine,Cake,Festival,506.2857143,419,210759
10-02-2023,Valentine,Candles,Festival,1049.636364,2815,3017231
10-02-2023,Valentine,Chocolate Box,Festival,813.1538462,3103,2389938
10-02-2023,Valentine,Flower Vase,Festival,662.25,250,172747
10-02-2023,Valentine,Gift Card,Festival,981,2420,2428619
10-02-2023,Valentine,Greeting Card,Festival,715.0833333,3318,2372943
10-02-2023,Valentine,Heart-shaped Balloon,Festival,786.75,616,478880
10-02-2023,Valentine,Jewellery,Festival,872.3076923,3565,3063842
10-02-2023,Valentine,Keychain,Festival,710,261,173602
